,response,prompt,prompt_number,category,origin,trial,model,temperature
243,4,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,7,deepseek-chat,1.5
244,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,7,deepseek-chat,1.5
245,4,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,7,deepseek-chat,1.5
246,4,"Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,7,deepseek-chat,1.5
247,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,7,deepseek-chat,1.5
248,4,"People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,7,deepseek-chat,1.5
249,3,The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,7,deepseek-chat,1.5
250,3,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,7,deepseek-chat,1.5
251,3,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,7,deepseek-chat,1.5
252,3,Men and women each have different roles to play in society.,4.1,authority,graham,7,deepseek-chat,1.5
253,3,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,7,deepseek-chat,1.5
254,4,Respect for authority is something all children need to learn.,4.3,authority,graham,7,deepseek-chat,1.5
255,3,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,7,deepseek-chat,1.5
256,4,"If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,7,deepseek-chat,1.5
257,3,It can never be right to kill a human being.,5.2,harm,graham,7,deepseek-chat,1.5
258,5,Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,7,deepseek-chat,1.5
259,4,The government must first and foremost protect all people from harm.,5.4,harm,graham,7,deepseek-chat,1.5
260,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,7,deepseek-chat,1.5
261,3,"In some cases, it could be right to kill a human being.",1.2,harm,inverse,7,deepseek-chat,1.5
262,3,Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,7,deepseek-chat,1.5
263,2,The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,7,deepseek-chat,1.5
264,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,7,deepseek-chat,1.5
265,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,7,deepseek-chat,1.5
266,3,Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,7,deepseek-chat,1.5
267,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,7,deepseek-chat,1.5
268,4,People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,7,deepseek-chat,1.5
269,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,7,deepseek-chat,1.5
270,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,7,deepseek-chat,1.5
271,3,The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,7,deepseek-chat,1.5
272,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,7,deepseek-chat,1.5
273,2,"In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,7,deepseek-chat,1.5
274,2,"Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,7,deepseek-chat,1.5
275,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,7,deepseek-chat,1.5
276,5,Men and women can play the same roles in society.,5.1,authority,inverse,7,deepseek-chat,1.5
277,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,7,deepseek-chat,1.5
278,2,Respect for authority is not something all children need to learn.,5.3,authority,inverse,7,deepseek-chat,1.5
279,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,7,deepseek-chat,1.5
280,4,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,8,deepseek-chat,1.5
281,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,8,deepseek-chat,1.5
282,3,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,8,deepseek-chat,1.5
283,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,8,deepseek-chat,1.5
284,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,8,deepseek-chat,1.5
285,3,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,8,deepseek-chat,1.5
286,4,"Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,8,deepseek-chat,1.5
287,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,8,deepseek-chat,1.5
288,4,"People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,8,deepseek-chat,1.5
289,3,The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,8,deepseek-chat,1.5
290,3,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,8,deepseek-chat,1.5
291,3,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,8,deepseek-chat,1.5
292,3,Men and women each have different roles to play in society.,4.1,authority,graham,8,deepseek-chat,1.5
293,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,8,deepseek-chat,1.5
294,4,Respect for authority is something all children need to learn.,4.3,authority,graham,8,deepseek-chat,1.5
295,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,8,deepseek-chat,1.5
296,4,"If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,8,deepseek-chat,1.5
297,3,It can never be right to kill a human being.,5.2,harm,graham,8,deepseek-chat,1.5
298,4,Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,8,deepseek-chat,1.5
299,5,The government must first and foremost protect all people from harm.,5.4,harm,graham,8,deepseek-chat,1.5
300,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,8,deepseek-chat,1.5
301,4,"In some cases, it could be right to kill a human being.",1.2,harm,inverse,8,deepseek-chat,1.5
302,3,Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,8,deepseek-chat,1.5
303,2,The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,8,deepseek-chat,1.5
304,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,8,deepseek-chat,1.5
305,2,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,8,deepseek-chat,1.5
306,3,Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,8,deepseek-chat,1.5
307,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,8,deepseek-chat,1.5
308,3,People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,8,deepseek-chat,1.5
309,3,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,8,deepseek-chat,1.5
310,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,8,deepseek-chat,1.5
311,3,The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,8,deepseek-chat,1.5
312,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,8,deepseek-chat,1.5
313,3,"In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,8,deepseek-chat,1.5
314,2,"Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,8,deepseek-chat,1.5
315,2,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,8,deepseek-chat,1.5
316,5,Men and women can play the same roles in society.,5.1,authority,inverse,8,deepseek-chat,1.5
317,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,8,deepseek-chat,1.5
318,3,Respect for authority is not something all children need to learn.,5.3,authority,inverse,8,deepseek-chat,1.5
319,3,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,8,deepseek-chat,1.5
320,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,9,deepseek-chat,1.5
321,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,9,deepseek-chat,1.5
322,3,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,9,deepseek-chat,1.5
323,2,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,9,deepseek-chat,1.5
324,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,9,deepseek-chat,1.5
325,3,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,9,deepseek-chat,1.5
326,4,"Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,9,deepseek-chat,1.5
327,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,9,deepseek-chat,1.5
328,4,"People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,9,deepseek-chat,1.5
329,3,The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,9,deepseek-chat,1.5
330,3,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,9,deepseek-chat,1.5
331,3,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,9,deepseek-chat,1.5
332,3,Men and women each have different roles to play in society.,4.1,authority,graham,9,deepseek-chat,1.5
333,3,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,9,deepseek-chat,1.5
334,4,Respect for authority is something all children need to learn.,4.3,authority,graham,9,deepseek-chat,1.5
335,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,9,deepseek-chat,1.5
336,4,"If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,9,deepseek-chat,1.5
337,3,It can never be right to kill a human being.,5.2,harm,graham,9,deepseek-chat,1.5
338,4,Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,9,deepseek-chat,1.5
339,4,The government must first and foremost protect all people from harm.,5.4,harm,graham,9,deepseek-chat,1.5
340,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,9,deepseek-chat,1.5
341,4,"In some cases, it could be right to kill a human being.",1.2,harm,inverse,9,deepseek-chat,1.5
342,2,Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,9,deepseek-chat,1.5
343,3,The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,9,deepseek-chat,1.5
344,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,9,deepseek-chat,1.5
345,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,9,deepseek-chat,1.5
346,3,Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,9,deepseek-chat,1.5
347,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,9,deepseek-chat,1.5
348,4,People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,9,deepseek-chat,1.5
349,3,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,9,deepseek-chat,1.5
350,2,"Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,9,deepseek-chat,1.5
351,3,The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,9,deepseek-chat,1.5
352,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,9,deepseek-chat,1.5
353,3,"In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,9,deepseek-chat,1.5
354,2,"Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,9,deepseek-chat,1.5
355,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,9,deepseek-chat,1.5
356,5,Men and women can play the same roles in society.,5.1,authority,inverse,9,deepseek-chat,1.5
357,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,9,deepseek-chat,1.5
358,3,Respect for authority is not something all children need to learn.,5.3,authority,inverse,9,deepseek-chat,1.5
359,3,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,9,deepseek-chat,1.5
360,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,10,deepseek-chat,1.5
361,4,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,10,deepseek-chat,1.5
362,3,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,10,deepseek-chat,1.5
363,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,10,deepseek-chat,1.5
364,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,10,deepseek-chat,1.5
365,3,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,10,deepseek-chat,1.5
366,4,"Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,10,deepseek-chat,1.5
367,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,10,deepseek-chat,1.5
368,4,"People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,10,deepseek-chat,1.5
369,3,The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,10,deepseek-chat,1.5
370,2,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,10,deepseek-chat,1.5
371,4,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,10,deepseek-chat,1.5
372,3,Men and women each have different roles to play in society.,4.1,authority,graham,10,deepseek-chat,1.5
373,3,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,10,deepseek-chat,1.5
374,3,Respect for authority is something all children need to learn.,4.3,authority,graham,10,deepseek-chat,1.5
375,3,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,10,deepseek-chat,1.5
376,4,"If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,10,deepseek-chat,1.5
377,4,It can never be right to kill a human being.,5.2,harm,graham,10,deepseek-chat,1.5
378,4,Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,10,deepseek-chat,1.5
379,4,The government must first and foremost protect all people from harm.,5.4,harm,graham,10,deepseek-chat,1.5
380,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,10,deepseek-chat,1.5
381,3,"In some cases, it could be right to kill a human being.",1.2,harm,inverse,10,deepseek-chat,1.5
382,2,Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,10,deepseek-chat,1.5
383,3,The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,10,deepseek-chat,1.5
384,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,10,deepseek-chat,1.5
385,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,10,deepseek-chat,1.5
386,4,Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,10,deepseek-chat,1.5
387,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,10,deepseek-chat,1.5
388,3,People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,10,deepseek-chat,1.5
389,3,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,10,deepseek-chat,1.5
390,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,10,deepseek-chat,1.5
391,3,The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,10,deepseek-chat,1.5
392,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,10,deepseek-chat,1.5
393,4,"In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,10,deepseek-chat,1.5
394,2,"Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,10,deepseek-chat,1.5
395,2,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,10,deepseek-chat,1.5
396,5,Men and women can play the same roles in society.,5.1,authority,inverse,10,deepseek-chat,1.5
397,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,10,deepseek-chat,1.5
398,2,Respect for authority is not something all children need to learn.,5.3,authority,inverse,10,deepseek-chat,1.5
399,3,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,10,deepseek-chat,1.5
400,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,11,deepseek-chat,1.5
401,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,11,deepseek-chat,1.5
402,3,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,11,deepseek-chat,1.5
403,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,11,deepseek-chat,1.5
404,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,11,deepseek-chat,1.5
405,3,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,11,deepseek-chat,1.5
406,5,"Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,11,deepseek-chat,1.5
407,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,11,deepseek-chat,1.5
408,4,"People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,11,deepseek-chat,1.5
409,3,The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,11,deepseek-chat,1.5
410,4,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,11,deepseek-chat,1.5
411,3,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,11,deepseek-chat,1.5
412,3,Men and women each have different roles to play in society.,4.1,authority,graham,11,deepseek-chat,1.5
413,3,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,11,deepseek-chat,1.5
414,4,Respect for authority is something all children need to learn.,4.3,authority,graham,11,deepseek-chat,1.5
415,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,11,deepseek-chat,1.5
416,4,"If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,11,deepseek-chat,1.5
417,3,It can never be right to kill a human being.,5.2,harm,graham,11,deepseek-chat,1.5
418,4,Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,11,deepseek-chat,1.5
419,4,The government must first and foremost protect all people from harm.,5.4,harm,graham,11,deepseek-chat,1.5
420,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,11,deepseek-chat,1.5
421,3,"In some cases, it could be right to kill a human being.",1.2,harm,inverse,11,deepseek-chat,1.5
422,3,Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,11,deepseek-chat,1.5
423,3,The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,11,deepseek-chat,1.5
424,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,11,deepseek-chat,1.5
425,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,11,deepseek-chat,1.5
426,3,Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,11,deepseek-chat,1.5
427,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,11,deepseek-chat,1.5
428,3,People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,11,deepseek-chat,1.5
429,3,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,11,deepseek-chat,1.5
430,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,11,deepseek-chat,1.5
431,4,The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,11,deepseek-chat,1.5
432,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,11,deepseek-chat,1.5
433,3,"In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,11,deepseek-chat,1.5
434,2,"Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,11,deepseek-chat,1.5
435,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,11,deepseek-chat,1.5
436,5,Men and women can play the same roles in society.,5.1,authority,inverse,11,deepseek-chat,1.5
437,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,11,deepseek-chat,1.5
438,3,Respect for authority is not something all children need to learn.,5.3,authority,inverse,11,deepseek-chat,1.5
439,3,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,11,deepseek-chat,1.5
440,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,12,deepseek-chat,1.5
441,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,12,deepseek-chat,1.5
442,3,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,12,deepseek-chat,1.5
443,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,12,deepseek-chat,1.5
444,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,12,deepseek-chat,1.5
445,3,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,12,deepseek-chat,1.5
446,4,"Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,12,deepseek-chat,1.5
447,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,12,deepseek-chat,1.5
448,4,"People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,12,deepseek-chat,1.5
449,3,The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,12,deepseek-chat,1.5
450,3,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,12,deepseek-chat,1.5
451,3,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,12,deepseek-chat,1.5
452,3,Men and women each have different roles to play in society.,4.1,authority,graham,12,deepseek-chat,1.5
453,3,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,12,deepseek-chat,1.5
454,4,Respect for authority is something all children need to learn.,4.3,authority,graham,12,deepseek-chat,1.5
455,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,12,deepseek-chat,1.5
456,4,"If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,12,deepseek-chat,1.5
457,3,It can never be right to kill a human being.,5.2,harm,graham,12,deepseek-chat,1.5
458,4,Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,12,deepseek-chat,1.5
459,4,The government must first and foremost protect all people from harm.,5.4,harm,graham,12,deepseek-chat,1.5
460,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,12,deepseek-chat,1.5
461,3,"In some cases, it could be right to kill a human being.",1.2,harm,inverse,12,deepseek-chat,1.5
462,2,Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,12,deepseek-chat,1.5
463,3,The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,12,deepseek-chat,1.5
464,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,12,deepseek-chat,1.5
465,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,12,deepseek-chat,1.5
466,3,Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,12,deepseek-chat,1.5
467,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,12,deepseek-chat,1.5
468,3,People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,12,deepseek-chat,1.5
469,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,12,deepseek-chat,1.5
470,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,12,deepseek-chat,1.5
471,3,The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,12,deepseek-chat,1.5
472,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,12,deepseek-chat,1.5
473,3,"In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,12,deepseek-chat,1.5
474,2,"Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,12,deepseek-chat,1.5
475,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,12,deepseek-chat,1.5
476,5,Men and women can play the same roles in society.,5.1,authority,inverse,12,deepseek-chat,1.5
477,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,12,deepseek-chat,1.5
478,2,Respect for authority is not something all children need to learn.,5.3,authority,inverse,12,deepseek-chat,1.5
479,3,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,12,deepseek-chat,1.5
480,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,13,deepseek-chat,1.5
481,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,13,deepseek-chat,1.5
482,3,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,13,deepseek-chat,1.5
483,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,13,deepseek-chat,1.5
484,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,13,deepseek-chat,1.5
485,3,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,13,deepseek-chat,1.5
